LigandID,name,nHBAcc,nHBDon,Lipinski,SLogP,MW,pIC50,MW_violent,LogP_violent,NumHDonors_violent,NumHAcceptors_violent,Ro5_violent,SLogP_violent,nHBDon_violent,nHBAcc_violent,predicted_pic50,Residual,StdResidual
CHEMBL4209157,O=C1CCc2c(Oc3ccc4c(c3)[C@@H]3[C@H](O4)[C@H]3c3nc4cc(C(F)(F)F)ccc4[nH]3)ccnc2N1,5,2,0,5.295700000000003,478.12527506400056,7.64,Non-violent,1.0,0.0,0.0,1,Violent,Non-violent,Non-violent,7.301138346446302,0.3388616535536979,0.93
CHEMBL3969421,COC(=O)Nc1nc2ccc(C3(O)c4c(F)ccc(F)c4C(=O)N3c3cccc(Br)c3)cc2[nH]1,5,3,0,4.635700000000002,528.0244735000005,7.0,Violent,0.0,0.0,0.0,1,Non-violent,Non-violent,Non-violent,6.996796255100345,0.0032037448996549145,0.01
CHEMBL3354836,Cc1ccc(NC(=O)c2cccc(C#N)c2)cc1Nc1ncccc1-c1ncnc2[nH]cnc12,7,3,1,4.590900000000002,446.16035719600063,9.17,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,8.554566581639131,0.615433418360869,1.69
CHEMBL1822069,CCCS(=O)(=O)Nc1ccc(Cl)c(C(=O)Nc2cnc3[nH]nc(OC)c3c2)c1Cl,6,3,1,3.6773000000000016,457.0378303840005,8.85,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,8.117520440231681,0.7324795597683185,2.01
CHEMBL3697933,O=C(Nc1cc(C(F)(F)F)ccn1)c1ccc(F)c(Nc2ncnc3cnc(N4CCOCC4)nc23)c1,9,2,0,3.805200000000002,514.1488846960006,9.0,Violent,0.0,0.0,0.0,1,Non-violent,Non-violent,Non-violent,8.77910388730276,0.22089611269723974,0.61
CHEMBL3899681,CC(C)CC1(C)OC(c2ccnc(NCc3nccs3)n2)=C(c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)C1=O,9,2,0,6.035700000000004,629.1378309720008,6.59,Violent,1.0,0.0,0.0,2,Violent,Non-violent,Non-violent,6.984347434271299,-0.3943474342712987,-1.08
CHEMBL3976828,O=C1COc2ccc(C3(O)c4ccccc4C(=O)N3C3CCNCC3)cc2N1,5,3,1,1.4187,379.1532061520006,5.0,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,5.3298348593837455,-0.32983485938374546,-0.91
CHEMBL3234747,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1cnc(NC2CC2)nc1,7,3,0,4.630120000000003,567.256957924001,6.41,Violent,0.0,0.0,0.0,1,Non-violent,Non-violent,Non-violent,6.585534887433146,-0.1755348874331455,-0.48
CHEMBL3916640,O=C(Nc1nc2cc(C3(O)c4ccccc4C(=O)N3Cc3ccccc3)ccc2[nH]1)OCC(O)CO,7,5,1,2.314,488.1695844880006,7.0,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,6.909807422812578,0.09019257718742235,0.25
CHEMBL3651644,CCCNc1nccc(-c2nc(C3CC3)[nH]c2-c2cc(F)cc(NS(=O)(=O)CCC)c2Cl)n1,6,3,0,5.177200000000004,492.1510509720007,9.41,Non-violent,1.0,0.0,0.0,1,Violent,Non-violent,Non-violent,9.280689102025876,0.12931089797412376,0.36
CHEMBL3935930,O=C(Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)c(F)c1)Nc1cc(Cl)ccc1F,4,3,0,5.798000000000002,458.0957245240005,7.13,Non-violent,1.0,0.0,0.0,1,Violent,Non-violent,Non-violent,7.115651758706681,0.014348241293318686,0.04
CHEMBL4277125,COc1cccc(C2=NN(C(=S)Nc3ccccc3)C(c3ccc4c(c3)OCCO4)C2)c1,5,1,0,5.014500000000004,445.14601259600056,3.7,Non-violent,1.0,0.0,0.0,1,Violent,Non-violent,Non-violent,3.832287499999993,-0.13228749999999279,-0.36
CHEMBL2030225,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3occc3c2)c1F,5,2,1,3.5100000000000016,395.0751334000004,5.0,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,5.756233749148932,-0.7562337491489322,-2.08
CHEMBL3651676,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C3CCC3)[nH]c2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,8,4,0,4.121600000000002,551.1517792440007,9.64,Violent,0.0,0.0,0.0,1,Non-violent,Non-violent,Non-violent,9.47885880050526,0.16114119949474137,0.44
CHEMBL3730026,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncnc(OC)c23)c1F,6,2,1,2.6274000000000006,410.0860324320005,5.0,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,5.0134056586965645,-0.013405658696564515,-0.04
CHEMBL549411,CCOC(=O)c1cnn2c(-c3cccc(NC(=O)c4cccc(OC)c4)c3)ccnc12,7,1,1,3.8339000000000025,416.14845512000056,5.0,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,5.176291287820768,-0.17629128782076808,-0.48
CHEMBL3955103,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cc(N2CC3CCC(C2)O3)nc(N2CCOCC2)n1,7,1,0,4.927320000000005,553.2300744800009,9.05,Violent,0.0,0.0,0.0,1,Non-violent,Non-violent,Non-violent,8.747549246989745,0.30245075301025537,0.83
CHEMBL3920610,CCn1cc(C(=O)Nc2ccc(C)c(-c3cc(N4CCOCC4)c(=O)n(C)c3)c2)cc(C(F)(F)F)c1=O,7,1,0,3.650020000000002,516.1984400040006,7.96,Violent,0.0,0.0,0.0,1,Non-violent,Non-violent,Non-violent,8.030580579724267,-0.07058057972426734,-0.19
CHEMBL3641149,COCCN1CCN(c2ncc3ncnc(Nc4cc(C(=O)Nc5cc(C(F)(F)F)ccc5N5CCOCC5)ccc4C)c3n2)CC1,11,2,0,4.347920000000004,651.2893206720009,6.97,Violent,0.0,0.0,1.0,2,Non-violent,Non-violent,Violent,7.797185110849675,-0.8271851108496753,-2.27
CHEMBL3697887,COc1ccc(C(C)(C)C)cc1NC(=O)c1ccc(C)c(Nc2ncnc3cnc(N4CCNCC4)nc23)c1,9,3,0,4.439820000000002,526.2804723280011,8.7,Violent,0.0,0.0,0.0,1,Non-violent,Non-violent,Non-violent,8.245660956875836,0.45433904312416296,1.25
CHEMBL3962115,O=C1COc2ccc(C3(O)c4ccccc4C(=O)N3Cc3cccc(F)c3)cc2N1,4,2,1,3.006000000000001,404.1172352440005,6.0,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,5.318952125138964,0.6810478748610356,1.87
CHEMBL3952075,Cc1ccc(NC(=O)c2cc(CN(C)C)cc(C(F)(F)F)c2)cc1-c1cc(N2CCOCC2)nc(N2CCOCC2)n1,8,1,0,4.457920000000003,584.272273640001,8.71,Violent,0.0,0.0,0.0,1,Non-violent,Non-violent,Non-violent,8.875666743452795,-0.1656667434527943,-0.45
CHEMBL3641093,COCCN(C)c1ncc2ncnc(Nc3cc(C(=O)Nc4cc(C(F)(F)F)ccn4)ccc3C)c2n1,9,2,0,4.220520000000003,512.1896066360007,8.7,Violent,0.0,0.0,0.0,1,Non-violent,Non-violent,Non-violent,8.755494450411025,-0.0554944504110253,-0.15
CHEMBL490841,Cn1c(=O)[nH]c2nccc(Oc3ccc(NC(=O)Nc4cccc(C(C)(C)C)c4)cc3)c21,5,3,1,4.995400000000003,431.1957396600007,6.79,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,6.799423031150607,-0.009423031150607386,-0.03
CHEMBL4241867,O=C(N/N=C1\CC2(CCCC2)Oc2ccccc21)Nc1ccc(Cl)cc1,3,2,1,4.9611000000000045,369.1244045600005,5.54,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,5.457539472121263,0.08246052787873737,0.23
CHEMBL3942148,Cn1ccc2cccc(S(=O)(=O)Nc3ccc(F)c(Nc4ncccc4-c4ncnc5[nH]cnc45)c3F)c21,8,3,0,4.729200000000001,532.1241492560007,6.1,Violent,0.0,0.0,0.0,1,Non-violent,Non-violent,Non-violent,6.122457588213328,-0.022457588213327995,-0.06
CHEMBL3641034,Cc1ccc(C(=O)Nc2cc(N(C)CCN(C)C)cc(C(F)(F)F)c2)cc1Nc1ncnc2cnc(N(C)CC3CCCCO3)nc12,10,2,0,5.746020000000005,651.3257061800012,8.0,Violent,1.0,0.0,0.0,2,Violent,Non-violent,Non-violent,8.056123920083838,-0.05612392008383793,-0.15
CHEMBL4243230,CC(C)n1nc(C#Cc2cccc3cc(-c4ccc(Cl)cc4)ncc23)c2c(N)ncnc21,6,1,0,5.257800000000003,438.13597228800063,7.34,Non-violent,1.0,0.0,0.0,1,Violent,Non-violent,Non-violent,7.2829608408690865,0.0570391591309134,0.16
CHEMBL456351,CCn1cc(-c2ccnc3[nH]cc(Br)c23)c(-c2cccc(NC(=O)Nc3ccccc3)c2)n1,4,3,0,6.5198000000000045,500.09602139200064,7.1,Violent,1.0,0.0,0.0,2,Violent,Non-violent,Non-violent,7.474174336294319,-0.3741743362943195,-1.03
CHEMBL246608,O=C(NCCO)c1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,7,4,1,2.9896000000000003,470.1401761800005,6.4,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,6.370777270539596,0.02922272946040394,0.08
CHEMBL1214197,CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccnc4ncc(=O)[nH]c34)cc2F)n(-c2ccccc2)n1,7,3,0,5.376700000000004,513.1924658480007,6.11,Violent,1.0,0.0,0.0,2,Violent,Non-violent,Non-violent,6.397707810107175,-0.2877078101071744,-0.79
CHEMBL3641159,COc1ccc(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(NCC5CCCCO5)nc34)c2)cc1C(F)(F)F,9,3,0,5.7325200000000045,567.2205724160008,9.0,Violent,1.0,0.0,0.0,2,Violent,Non-violent,Non-violent,8.568759873747908,0.4312401262520922,1.18
CHEMBL3335381,CC(=O)Nc1cc(Oc2ccc3c(c2)nc(Nc2cc(C(F)(F)F)ccc2F)n3C)ccn1,6,2,0,5.6205000000000025,459.1318376640005,9.0,Non-violent,1.0,0.0,0.0,1,Violent,Non-violent,Non-violent,8.692021567098157,0.3079784329018427,0.85
CHEMBL4763209,Nc1cccc(-c2nc3sccn3c2-c2ccnc(NCCCCNS(=O)(=O)c3ccc(Cl)cc3)n2)c1,9,3,0,4.926000000000003,553.1121426880006,7.69,Violent,0.0,0.0,0.0,1,Non-violent,Non-violent,Non-violent,8.048070696340767,-0.35807069634076694,-0.98
CHEMBL3924548,C=CCN1CCN(c2cncc(-c3cn(-c4cc(NC(=O)c5ccc(C(C)(C)C)s5)ccc4C)nn3)c2)CC1,8,1,0,5.557020000000005,541.262379740001,7.89,Violent,1.0,0.0,0.0,2,Violent,Non-violent,Non-violent,7.939831031978619,-0.049831031978619045,-0.14
CHEMBL3954978,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(OCCCN(C)C)nc4)cc23)c1F,7,2,0,4.616300000000004,557.1908318480009,8.0,Violent,0.0,0.0,0.0,1,Non-violent,Non-violent,Non-violent,7.781768863640168,0.21823113635983216,0.6
CHEMBL4870079,CCc1cccc(NC(=O)Nc2ccc(Oc3cc(NC)ncn3)cc2)c1,5,3,1,4.517000000000002,363.1695249120006,5.7,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,5.877157176171371,-0.17715717617137106,-0.49
CHEMBL3694199,Cc1ccc(C(=O)Nc2ccc(N(C)CCN(C)C)c(C(F)(F)F)c2)cc1Nc1ncnc2cnc(N(C)C)nc12,9,2,0,4.806720000000004,567.268191304001,8.52,Violent,0.0,0.0,0.0,1,Non-violent,Non-violent,Non-violent,8.673231377313323,-0.1532313773133236,-0.42
CHEMBL3697761,Cc1ccc(C(=O)NC2CCCCC2)cc1Nc1ncnc2cnc(N3CCCCC3)nc12,7,2,1,4.524620000000003,445.25900861200097,5.0,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,5.007737695058463,-0.00773769505846289,-0.02
CHEMBL247437,CNC(=O)c1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,6,3,1,3.627100000000001,440.1296114960005,7.35,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,7.001495670909128,0.34850432909087203,0.96
CHEMBL472448,CNC(=O)c1cc(Oc2ccc3[nH]c(Nc4ccc(Br)cc4)nc3c2)ccn1,5,3,1,4.615900000000003,437.0487368520005,7.41,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,6.582685670006832,0.8273143299931682,2.27
CHEMBL3957965,Cc1cc(Oc2cc(NC(=O)C3CC3)ncn2)ccc1NC(=O)Nc1ccc(Cl)c(C(F)(F)F)c1,5,3,0,6.242020000000003,505.1128518080005,7.41,Violent,1.0,0.0,0.0,2,Violent,Non-violent,Non-violent,7.229799835303254,0.18020016469674616,0.49
CHEMBL4586188,COc1ccccc1/N=N/c1ccc(F)c(C(=O)Nc2cnc3[nH]nc(OC)c3c2)c1F,7,2,1,4.921000000000003,438.1251948120005,6.52,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,6.374805166448928,0.14519483355107177,0.4
CHEMBL2069320,COc1ccc(C=C2C(=O)NC(=S)NC2=O)cc1OC(=O)c1ccccc1,6,2,1,1.8287,382.06234254800034,5.4,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,5.385084891456715,0.014915108543285704,0.04
CHEMBL3961262,COC(=O)Nc1nc2cc(C3c4ccccc4C(=O)N3c3cccc(Br)c3)ccc2[nH]1,4,2,0,5.253500000000003,476.0484025040005,7.0,Non-violent,1.0,0.0,0.0,1,Violent,Non-violent,Non-violent,6.969787819002431,0.030212180997568616,0.08
CHEMBL3641174,COc1ccc(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(N5CCC(N6C[C@@H](C)O[C@@H](C)C6)CC5)nc34)c2)cc1C(F)(F)F,10,2,0,5.829520000000006,650.2940717040011,7.85,Violent,1.0,0.0,0.0,2,Violent,Non-violent,Non-violent,8.114863619218335,-0.26486361921833534,-0.73
CHEMBL2165049,COc1ccc(Nc2ncncc2-c2nc(C)nc(N)n2)cn1,9,2,1,1.3664199999999995,310.12905706800046,6.0,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,6.013452888891967,-0.013452888891967163,-0.04
CHEMBL3895343,O=C(Nc1ccc(F)c(OC(F)(F)F)c1)Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)cc1F,5,3,0,6.043200000000002,508.1169961240005,7.72,Violent,1.0,0.0,0.0,2,Violent,Non-violent,Non-violent,7.906206452102799,-0.18620645210279907,-0.51
CHEMBL3972856,COCCN(C)c1cncc(-c2cn(-c3cc(C(=O)Nc4cc(C(C)(C)C)on4)ccc3C)nn2)c1,9,1,1,4.258120000000004,489.2488378520009,7.96,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,7.7971931641444,0.16280683585559963,0.45
CHEMBL4069812,CNc1cc(C2(C(=O)Nc3cc(C(=O)Nc4cccc(F)c4)ccc3C)CC2)ncn1,5,3,1,3.8884200000000018,419.17575316400064,7.23,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,6.961047480531616,0.2689525194683844,0.74
CHEMBL3661274,COc1ccc(-c2ccc3ncnc(Nc4cccc5[nH]ncc45)c3c2)cc1C=O,6,2,1,4.737800000000003,395.1382247840005,7.055,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,6.500086220400326,0.5549137795996737,1.52
CHEMBL2315067,Nc1ncc(-c2cccnc2)c2scc(-c3cccc(NC(=O)c4ccccc4)c3)c12,5,2,0,5.859800000000004,422.1201321960005,7.03,Non-violent,1.0,0.0,0.0,1,Violent,Non-violent,Non-violent,6.800263021925769,0.22973697807423132,0.63
CHEMBL3909984,COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3CC3CCC3)ccc2[nH]1,5,3,1,3.190500000000001,406.1641051840007,7.0,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,6.9638563508821845,0.036143649117815535,0.1
CHEMBL3941667,COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3C(C)c3ccc(Cl)s3)ccc2[nH]1,6,3,1,4.866500000000003,482.08155376800056,7.0,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,6.913338365902588,0.08666163409741223,0.24
CHEMBL3689920,CN1CCC(N2CCN(c3nc(N)c4ncnc(Nc5cccc(C(=O)Nc6cccc(C(F)(F)F)c6)c5)c4n3)CC2)CC1,10,3,0,4.2329000000000025,606.2790903360009,7.66,Violent,0.0,0.0,0.0,1,Non-violent,Non-violent,Non-violent,8.03632365521025,-0.3763236552102498,-1.03
CHEMBL2165035,Cc1nc(N)c(F)c(-c2cccnc2Nc2cccc3[nH]ncc23)n1,6,3,1,3.1882200000000003,335.12947166800046,6.0,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,6.11528345998634,-0.11528345998634038,-0.32
CHEMBL1824286,COc1cc2ncnc(Oc3cc(NC(=O)Nc4cc(C(C)(C)C)on4)c(F)cc3F)c2cc1OC,8,2,0,5.647000000000005,499.1667252760006,6.95,Non-violent,1.0,0.0,0.0,1,Violent,Non-violent,Non-violent,6.962600269352432,-0.012600269352431859,-0.03
CHEMBL3694141,CC(C)(C)c1cc(NC(=O)c2ccc(Cl)c(Nc3ncnc4cnc(NCCN5CCOCC5)nc34)c2)no1,11,3,0,4.098700000000003,551.2160135000009,8.7,Violent,0.0,0.0,1.0,2,Non-violent,Non-violent,Violent,8.658809969871305,0.04119003012869449,0.11
CHEMBL3641026,CN(C)C1CCN(c2ncc3ncnc(Nc4cc(C(=O)Nc5cc(C(C)(C)C)on5)ccc4F)c3n2)C1,10,2,0,3.9806000000000026,519.2506494200009,8.7,Violent,0.0,0.0,0.0,1,Non-violent,Non-violent,Non-violent,8.738569945642102,-0.038569945642102255,-0.11
CHEMBL3981313,O=C(c1c(F)ccc(NS(=O)(=O)c2cccc(F)c2)c1F)c1c[nH]c2nccc(Cl)c12,4,2,1,4.665400000000001,465.01617455200034,8.0,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,7.7997380324796675,0.20026196752033254,0.55
CHEMBL3981288,COC(=O)Nc1nc2cc(C(=O)c3ccccc3NC(=O)Nc3ccccc3)ccc2[nH]1,5,4,1,4.616200000000002,429.14370408800056,7.0,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,6.465115888765866,0.5348841112341338,1.47
CHEMBL1688875,CN(C)Cc1cc(C(=O)N[C@H]2CCc3ccc(Oc4ccnc(NC(=O)C5CC5)c4)cc3C2)cc(C(F)(F)F)c1,5,2,0,5.590100000000005,552.234825512001,8.49,Violent,1.0,0.0,0.0,2,Violent,Non-violent,Non-violent,7.804378558142504,0.6856214418574966,1.88
CHEMBL3651642,COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C3(C)CC3)[nH]c2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,8,4,0,3.9056000000000015,551.1517792440007,9.0,Violent,0.0,0.0,0.0,1,Non-violent,Non-violent,Non-violent,9.224856918427326,-0.22485691842732614,-0.62
CHEMBL3236465,CCCS(=O)(=O)Nc1ccc(C)c(Nc2ccc3ncn(C)c(=O)c3c2)c1,6,2,1,3.137220000000002,386.1412615640006,6.07,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,5.931553324456029,0.13844667554397105,0.38
CHEMBL3661295,Nc1ccc(-c2ccc3nccc(Nc4cccc5[nH]ncc45)c3c2)cc1,4,3,0,5.103900000000002,351.1483955440005,6.595,Non-violent,1.0,0.0,0.0,1,Violent,Non-violent,Non-violent,6.613348083322049,-0.01834808332204929,-0.05
CHEMBL3639505,CS(=O)(=O)Nc1cccc(-c2[nH]c(C3CC3)nc2-c2ccnc(NCC3(C#N)CC3)n2)c1Cl,7,3,1,4.1516800000000025,483.1244216240007,7.46,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,7.98150291670029,-0.5215029167002898,-1.43
CHEMBL3964152,O=C(Nc1nc2ccc(C3(O)c4ccccc4C(=O)N3c3cccc(Cl)c3F)cc2[nH]1)C1CC1(F)F,4,3,0,4.802900000000002,512.0863027120005,7.0,Violent,0.0,0.0,0.0,1,Non-violent,Non-violent,Non-violent,6.989457556502162,0.010542443497837617,0.03
CHEMBL3941325,Cc1ccc(NC(=O)c2cc(CN(C)CCN(C)C)c(C(C)(C)C)o2)cc1-n1cc(-c2cncc(N3CCOCC3)c2)nn1,10,1,0,4.610520000000005,600.3536372680012,7.44,Violent,0.0,0.0,0.0,1,Non-violent,Non-violent,Non-violent,7.806870691475605,-0.36687069147560436,-1.01
CHEMBL3912932,O=C(Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cccc(Cl)c3F)ccc2[nH]1)C1CCC1,4,3,1,4.947800000000003,490.1207964000006,7.0,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,6.990561476704127,0.009438523295872692,0.03
CHEMBL514135,CNC(=O)c1cc(Oc2ccc3c(c2)nc(Nc2cccc(-c4ccncc4)c2)n3C)ccn1,7,2,1,4.925800000000004,450.1804239440007,7.85,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,6.858660093123409,0.9913399068765907,2.72
CHEMBL489228,O=c1[nH]c2nccc(Oc3ccc(NC(=S)Nc4ccc(Cl)c(C(F)(F)F)c4)cc3)c2[nH]1,4,4,0,5.524600000000002,479.0430579960004,7.07,Non-violent,1.0,0.0,0.0,1,Violent,Non-violent,Non-violent,6.54548521414012,0.5245147858598802,1.44
CHEMBL3985973,Cc1ccc(C(=O)Nc2cc(C(F)(F)F)ccn2)cc1-n1cc(-c2cncc(N3CCC3)c2)nn1,7,1,1,4.513920000000005,479.1681429200007,7.8,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,7.74368324151515,0.05631675848484985,0.15
CHEMBL3958637,COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3C(C)c3cccs3)ccc2[nH]1,6,3,1,4.2131000000000025,448.1205261200007,7.0,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,6.899243079779194,0.10075692022080585,0.28
CHEMBL3641239,Cc1ccc(NC(=O)c2cccc(C(C)(C)C#N)c2)cc1Nc1ncnc2cnc(N(C)CC3CCOCC3)nc12,9,2,0,5.388100000000004,550.280472328001,8.4,Violent,1.0,0.0,0.0,2,Violent,Non-violent,Non-violent,8.497224637378725,-0.09722463737872467,-0.27
CHEMBL3697745,COc1c(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(N(C)CCN(C)C)nc34)c2)cc(C(C)(C)C)cc1NS(C)(=O)=O,11,3,0,4.399520000000003,635.3002217920014,7.64,Violent,0.0,0.0,1.0,2,Non-violent,Non-violent,Violent,7.43394877639417,0.2060512236058294,0.57
CHEMBL1934500,CNc1nc(-c2ccc(Cl)c(Cl)c2)c2c(N)c(C(N)=O)sc2n1,6,3,1,3.387900000000001,367.0061363320004,6.14,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,5.863676994078035,0.2763230059219648,0.76
CHEMBL3641221,Cc1ccc(NC(=O)c2cc(N3CCN(C)CC3)cc(C(F)(F)F)c2)cc1Nc1ncnc2cnc(N(C)C)nc12,9,2,0,4.560720000000003,565.2525412400009,8.52,Violent,0.0,0.0,0.0,1,Non-violent,Non-violent,Non-violent,8.350253602458535,0.1697463975414646,0.47
CHEMBL601302,O=C(Nc1ccc(Oc2cccc3[nH]c(=O)[nH]c23)cc1)c1ccc(Cl)c(C(F)(F)F)c1,3,3,0,5.573000000000001,447.0597536160004,4.8,Non-violent,1.0,0.0,0.0,1,Violent,Non-violent,Non-violent,5.033576408245524,-0.23357640824552384,-0.64
CHEMBL3661252,COc1ccc(-c2ccc3ncnc(Nc4cccc5[nH]ncc45)c3c2)cc1F,5,2,0,5.064400000000002,385.1338883520005,6.73,Non-violent,1.0,0.0,0.0,1,Violent,Non-violent,Non-violent,6.612636679916056,0.11736332008394434,0.32
CHEMBL1822090,COc1n[nH]c2ncc(NC(=O)c3c(F)ccc(NS(=O)(=O)CC(C)C)c3F)cc12,6,3,1,2.894700000000001,439.1125815280005,8.35,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,7.822153897733658,0.5278461022663414,1.45
CHEMBL520623,COc1cc(Nc2cncc(Oc3cccc(F)c3)n2)cc(OC)c1OC,7,1,1,4.177400000000002,371.1281342760005,4.25,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,4.525388122136709,-0.27538812213670916,-0.76
CHEMBL429743,COc1cc2nccc(Oc3ccc4c(C(=O)Nc5ccc(Cl)cc5)cccc4c3)c2cc1OC,5,1,0,7.103200000000005,484.1189848320006,7.4,Non-violent,1.0,0.0,0.0,1,Violent,Non-violent,Non-violent,6.703479304679177,0.6965206953208236,1.91
CHEMBL3661263,FC(F)(F)c1cccc(-c2ccc3ncnc(Nc4cccc5[nH]ncc45)c3c2)c1,4,2,0,5.935500000000003,405.12013010800047,6.44,Non-violent,1.0,0.0,0.0,1,Violent,Non-violent,Non-violent,6.328360694534684,0.11163930546531642,0.31
CHEMBL1090803,O=C(Nc1cccc(-c2ncnc3cc(-c4cccnc4)sc23)c1)c1cccc(C(F)(F)F)c1,5,1,0,6.691400000000004,476.09186676000047,5.0,Non-violent,1.0,0.0,0.0,1,Violent,Non-violent,Non-violent,5.92381145697629,-0.9238114569762903,-2.54
CHEMBL521305,COc1cc(Nc2cncc(Oc3ccc4c(c3)CCC4=O)n2)cc(OC)c1OC,8,1,1,4.167200000000003,407.1481207720005,4.15,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,4.350098411716787,-0.20009841171678655,-0.55
CHEMBL3976881,Cc1ccc(NC(=O)c2cncc(N(C)C)c2)cc1-c1cc(N2CCOCC2)nc(N2CCOCC2)n1,9,1,0,2.838520000000001,503.264487916001,9.34,Violent,0.0,0.0,0.0,1,Non-violent,Non-violent,Non-violent,8.83436227938721,0.5056377206127891,1.39
CHEMBL3651646,CCCNc1nccc(-c2nc(C3CC3)[nH]c2-c2cc(F)cc(NS(C)(=O)=O)c2Cl)n1,6,3,1,4.397000000000003,464.1197508440006,8.3,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,8.158603461122002,0.14139653887799852,0.39
CHEMBL3651700,CCCS(=O)(=O)Nc1cc(Cl)cc(-c2[nH]c(C(C)(C)C)nc2-c2ccnc(NC[C@H](C)NC(=O)OC)n2)c1F,8,4,0,4.931800000000004,581.1987294360009,9.28,Violent,0.0,0.0,0.0,1,Non-violent,Non-violent,Non-violent,9.356410847443096,-0.07641084744309623,-0.21
CHEMBL4471370,Cc1ccc(C(=O)Nc2cccc(F)c2)cc1NC(=O)C1(c2ncnc3[nH]ccc23)CC1,4,3,1,4.328020000000001,429.16010310000064,7.91,Non-violent,0.0,0.0,0.0,0,Non-violent,Non-violent,Non-violent,7.938270367395689,-0.028270367395689,-0.08
